value,sourceX,sourceY,targetX,targetY,滞后时间
0.37,2008,nsfT3,2013,lwT3,滞后5年窗口
0.37,2009,nsfT3,2014,lwT2,滞后5年窗口
0.37,2010,nsfT3,2015,lwT6,滞后5年窗口
0.37,2012,nsfT3,2017,lwT2,滞后5年窗口
0.37,2012,nsfT3,2017,lwT4,滞后5年窗口
0.37,2001,nsfT3,2005,lwT8,滞后4年窗口
0.37,2003,nsfT3,2007,lwT2,滞后4年窗口
0.37,2003,nsfT3,2007,lwT5,滞后4年窗口
0.37,2006,nsfT3,2010,lwT4,滞后4年窗口
0.37,2006,nsfT3,2010,lwT7,滞后4年窗口
0.37,2008,nsfT3,2012,lwT5,滞后4年窗口
0.37,2011,nsfT3,2015,lwT11,滞后4年窗口
0.37,2012,nsfT3,2016,lwT12,滞后4年窗口
0.37,2001,nsfT3,2004,lwT1,滞后3年窗口
0.37,2003,nsfT3,2006,lwT5,滞后3年窗口
0.37,2003,nsfT3,2006,lwT6,滞后3年窗口
0.37,2004,nsfT3,2007,lwT2,滞后3年窗口
0.37,2004,nsfT3,2007,lwT3,滞后3年窗口
0.37,2006,nsfT3,2009,lwT1,滞后3年窗口
0.37,2006,nsfT3,2009,lwT9,滞后3年窗口
0.37,2007,nsfT3,2010,lwT9,滞后3年窗口
0.37,2014,nsfT3,2017,lwT13,滞后3年窗口
0.37,2001,nsfT3,2003,lwT0,滞后2年窗口
0.37,2005,nsfT3,2007,lwT0,滞后2年窗口
0.37,2005,nsfT3,2007,lwT7,滞后2年窗口
0.37,2007,nsfT3,2009,lwT1,滞后2年窗口
0.37,2008,nsfT3,2010,lwT3,滞后2年窗口
0.37,2008,nsfT3,2010,lwT6,滞后2年窗口
0.37,2010,nsfT3,2012,lwT1,滞后2年窗口
0.37,2010,nsfT3,2012,lwT4,滞后2年窗口
0.37,2011,nsfT3,2013,lwT6,滞后2年窗口
0.37,2014,nsfT3,2016,lwT7,滞后2年窗口
0.37,2001,nsfT3,2002,lwT0,滞后1年窗口
0.37,2005,nsfT3,2006,lwT5,滞后1年窗口
0.37,2006,nsfT3,2007,lwT5,滞后1年窗口
0.37,2006,nsfT3,2007,lwT6,滞后1年窗口
0.37,2014,nsfT3,2015,lwT12,滞后1年窗口
0.37,2014,nsfT3,2015,lwT5,滞后1年窗口
0.37,2014,nsfT3,2015,lwT6,滞后1年窗口
0.37,2016,nsfT3,2017,lwT11,滞后1年窗口
0.37,2016,nsfT3,2017,lwT13,滞后1年窗口
0.42,2011,nsfT3,2016,lwT7,滞后5年窗口
0.42,2011,nsfT3,2016,lwT9,滞后5年窗口
0.42,2010,nsfT3,2014,lwT2,滞后4年窗口
0.42,2005,nsfT3,2008,lwT7,滞后3年窗口
0.42,2008,nsfT3,2011,lwT4,滞后3年窗口
0.42,2011,nsfT3,2014,lwT10,滞后3年窗口
0.42,2006,nsfT3,2008,lwT1,滞后2年窗口
0.42,2010,nsfT3,2012,lwT5,滞后2年窗口
0.42,2003,nsfT3,2004,lwT3,滞后1年窗口
0.42,2006,nsfT3,2007,lwT2,滞后1年窗口
0.42,2009,nsfT3,2010,lwT9,滞后1年窗口
0.47,2010,nsfT3,2014,lwT8,滞后4年窗口
0.47,2009,nsfT3,2011,lwT5,滞后2年窗口
0.47,2014,nsfT3,2016,lwT6,滞后2年窗口
0.47,2006,nsfT3,2007,lwT1,滞后1年窗口
0.52,2001,nsfT3,2002,lwT2,滞后1年窗口
0.37,2003,nsfT4,2008,lwT1,滞后5年窗口
0.37,2003,nsfT4,2008,lwT6,滞后5年窗口
0.37,2008,nsfT4,2013,lwT3,滞后5年窗口
0.37,2005,nsfT4,2009,lwT9,滞后4年窗口
0.37,2009,nsfT4,2013,lwT2,滞后4年窗口
0.37,2009,nsfT4,2013,lwT6,滞后4年窗口
0.37,2003,nsfT4,2006,lwT0,滞后3年窗口
0.37,2003,nsfT4,2006,lwT1,滞后3年窗口
0.37,2003,nsfT4,2006,lwT4,滞后3年窗口
0.37,2004,nsfT4,2007,lwT2,滞后3年窗口
0.37,2004,nsfT4,2007,lwT5,滞后3年窗口
0.37,2005,nsfT4,2008,lwT1,滞后3年窗口
0.37,2005,nsfT4,2008,lwT2,滞后3年窗口
0.37,2005,nsfT4,2008,lwT6,滞后3年窗口
0.37,2007,nsfT4,2010,lwT9,滞后3年窗口
0.37,2009,nsfT4,2012,lwT4,滞后3年窗口
0.37,2003,nsfT4,2005,lwT1,滞后2年窗口
0.37,2003,nsfT4,2005,lwT6,滞后2年窗口
0.37,2003,nsfT4,2005,lwT8,滞后2年窗口
0.37,2004,nsfT4,2006,lwT8,滞后2年窗口
0.37,2005,nsfT4,2007,lwT1,滞后2年窗口
0.37,2005,nsfT4,2007,lwT5,滞后2年窗口
0.37,2006,nsfT4,2008,lwT0,滞后2年窗口
0.37,2008,nsfT4,2010,lwT3,滞后2年窗口
0.37,2009,nsfT4,2011,lwT1,滞后2年窗口
0.37,2006,nsfT4,2007,lwT5,滞后1年窗口
0.37,2008,nsfT4,2009,lwT8,滞后1年窗口
0.37,2009,nsfT4,2010,lwT9,滞后1年窗口
0.37,2014,nsfT4,2015,lwT7,滞后1年窗口
0.42,2004,nsfT4,2009,lwT1,滞后5年窗口
0.42,2008,nsfT4,2013,lwT6,滞后5年窗口
0.42,2005,nsfT4,2009,lwT1,滞后4年窗口
0.42,2008,nsfT4,2012,lwT2,滞后4年窗口
0.42,2006,nsfT4,2009,lwT1,滞后3年窗口
0.42,2008,nsfT4,2011,lwT2,滞后3年窗口
0.42,2014,nsfT4,2017,lwT15,滞后3年窗口
0.42,2008,nsfT4,2010,lwT7,滞后2年窗口
0.42,2003,nsfT4,2004,lwT3,滞后1年窗口
0.42,2005,nsfT4,2006,lwT2,滞后1年窗口
0.42,2006,nsfT4,2007,lwT2,滞后1年窗口
0.42,2007,nsfT4,2008,lwT7,滞后1年窗口
0.42,2012,nsfT4,2013,lwT0,滞后1年窗口
0.47,2003,nsfT4,2005,lwT5,滞后2年窗口
0.47,2015,nsfT4,2016,lwT4,滞后1年窗口
0.52,2003,nsfT4,2007,lwT2,滞后4年窗口
0.37,2003,nsfT5,2008,lwT2,滞后5年窗口
0.37,2003,nsfT5,2008,lwT7,滞后5年窗口
0.37,2004,nsfT5,2009,lwT1,滞后5年窗口
0.37,2004,nsfT5,2009,lwT7,滞后5年窗口
0.37,2004,nsfT5,2008,lwT6,滞后4年窗口
0.37,2006,nsfT5,2010,lwT3,滞后4年窗口
0.37,2007,nsfT5,2011,lwT0,滞后4年窗口
0.37,2007,nsfT5,2011,lwT2,滞后4年窗口
0.37,2007,nsfT5,2011,lwT7,滞后4年窗口
0.37,2008,nsfT5,2012,lwT2,滞后4年窗口
0.37,2008,nsfT5,2012,lwT7,滞后4年窗口
0.37,2006,nsfT5,2009,lwT1,滞后3年窗口
0.37,2007,nsfT5,2010,lwT10,滞后3年窗口
0.37,2007,nsfT5,2010,lwT6,滞后3年窗口
0.37,2004,nsfT5,2006,lwT2,滞后2年窗口
0.37,2006,nsfT5,2008,lwT6,滞后2年窗口
0.37,2007,nsfT5,2009,lwT8,滞后2年窗口
0.37,2008,nsfT5,2010,lwT7,滞后2年窗口
0.37,2015,nsfT5,2017,lwT8,滞后2年窗口
0.37,2007,nsfT5,2008,lwT0,滞后1年窗口
0.42,2006,nsfT5,2011,lwT7,滞后5年窗口
0.42,2006,nsfT5,2010,lwT11,滞后4年窗口
0.42,2006,nsfT5,2010,lwT7,滞后4年窗口
0.42,2004,nsfT5,2007,lwT2,滞后3年窗口
0.42,2004,nsfT5,2006,lwT6,滞后2年窗口
0.42,2004,nsfT5,2005,lwT5,滞后1年窗口
0.42,2006,nsfT5,2007,lwT2,滞后1年窗口
0.42,2015,nsfT5,2016,lwT7,滞后1年窗口
0.42,2015,nsfT5,2016,lwT9,滞后1年窗口
0.47,2007,nsfT5,2010,lwT3,滞后3年窗口
0.47,2004,nsfT5,2005,lwT8,滞后1年窗口
0.47,2016,nsfT5,2017,lwT8,滞后1年窗口
0.37,2005,nsfT6,2010,lwT11,滞后5年窗口
0.37,2005,nsfT6,2010,lwT7,滞后5年窗口
0.37,2006,nsfT6,2011,lwT2,滞后5年窗口
0.37,2007,nsfT6,2012,lwT1,滞后5年窗口
0.37,2006,nsfT6,2010,lwT6,滞后4年窗口
0.37,2006,nsfT6,2010,lwT7,滞后4年窗口
0.37,2007,nsfT6,2011,lwT2,滞后4年窗口
0.37,2007,nsfT6,2011,lwT4,滞后4年窗口
0.37,2003,nsfT6,2006,lwT5,滞后3年窗口
0.37,2005,nsfT6,2008,lwT2,滞后3年窗口
0.37,2006,nsfT6,2009,lwT2,滞后3年窗口
0.37,2007,nsfT6,2010,lwT3,滞后3年窗口
0.37,2005,nsfT6,2007,lwT2,滞后2年窗口
0.37,2006,nsfT6,2008,lwT0,滞后2年窗口
0.37,2007,nsfT6,2009,lwT7,滞后2年窗口
0.37,2006,nsfT6,2007,lwT4,滞后1年窗口
0.37,2007,nsfT6,2008,lwT8,滞后1年窗口
0.42,2003,nsfT6,2007,lwT1,滞后4年窗口
0.42,2006,nsfT6,2009,lwT7,滞后3年窗口
0.42,2005,nsfT6,2007,lwT4,滞后2年窗口
0.42,2005,nsfT6,2006,lwT4,滞后1年窗口
0.42,2006,nsfT6,2007,lwT2,滞后1年窗口
0.47,2007,nsfT6,2008,lwT0,滞后1年窗口
0.37,2005,nsfT7,2007,lwT0,滞后2年窗口
0.37,2007,nsfT7,2009,lwT1,滞后2年窗口
0.37,2007,nsfT7,2009,lwT7,滞后2年窗口
0.37,2005,nsfT7,2006,lwT8,滞后1年窗口
0.42,2007,nsfT7,2012,lwT5,滞后5年窗口
0.42,2016,nsfT8,2017,lwT15,滞后1年窗口
